	BACE1	UBQLN1	MS4A6A	ABI3	ZCWPW1	MS4A4A	FRMD4A	IGF1R	MAPT	TP53INP1	SLC30A6	GSK3B	INSR	APH1B	MAN2A1	PSEN1	MTHFR	SLC30A4	ACE	TFCP2	SORCS1	ALPK2	SOAT1	NOS3	PPP1R37	GLIS3	SRRM4	CST3	SORL1	APOC2	SCIMP	ENTPD7	CELF1	ARID5B	PGBD1	HFE	CD2AP	CTNNA3	TFAM	BDNF	CYP19A1	PM20D1	IGF1	CHRNB2	EIF2AK3	EPHA1	CLNK	NEDD9	SLC24A4	CR1	GAPDH
TADA2B	0.0444	0.3226	-0.0338	-0.1103	0.2668	-0.0914	0.4654	0.2351	0.2289	0.1187	0.123	0.3398	0.1942	0.467	0.1307	0.1296	0.1974	0.3993	0.0229	0.3543	0.5182	-0.0544	0.3153	-0.132	0.0689	0.1028	0.0109	-0.1167	-0.1167	-0.0406	-0.1538	0.1533	-0.1657	-0.1082	0.2745	-0.2717	0.0081	0.0293	-0.1259	0.0334	-0.2222	-0.09	-0.1476	0.0609	-0.1318	-0.1925	-0.153	-0.0907	0.1888	-0.083	-0.1906
MRPL52	0.0427	0.0964	0.0474	0.0383	0.3381	0.0244	0.0927	0.1589	-0.0009	0.2137	0.1362	0.0225	0.2326	0.4118	0.1853	0.1845	-0.0106	0.3474	0.24	0.325	0.1746	0.0171	0.4022	0.1046	-0.051	0.0898	-0.3904	0.0165	-0.2319	0.1609	0.0199	0.1539	-0.0273	0.0211	0.111	0.0061	0.0528	0.11	-0.041	0.0857	-0.033	0.0929	-0.0336	0.0565	0.0054	-0.0669	0.0704	-0.0648	0.0919	0.1174	-0.2691
KCTD1	0.2387	0.5922	-0.0364	-0.0987	0.2094	0.0424	0.4801	0.3412	0.6348	-0.0107	0.0097	0.7479	0.1338	0.2716	0.0509	0.1847	0.3634	0.5356	0.2546	0.291	0.639	0.1323	0.1699	0.1835	0.4419	0.0428	0.4085	0.0505	0.2911	0.0589	0.0534	0.0958	0.1039	0.0756	0.3154	-0.0035	-0.0091	-0.056	0.2	0.1586	0.0481	-0.1238	-0.1095	0.4012	0.0236	-0.0577	-0.0878	0.0138	0.186	-0.1584	0.3849
PLEKHA1	0.2829	0.6752	-0.1465	-0.2876	0.1631	-0.1832	0.547	0.3594	0.5543	-0.0622	0.0427	0.6477	0.233	0.2778	0.2684	0.1417	0.2658	0.4306	-0.0403	0.3066	0.4939	-0.0089	0.1079	-0.1275	0.2187	-0.0365	0.3979	-0.1333	0.2097	-0.1757	-0.1037	0.0293	-0.095	-0.1417	0.2986	-0.0798	-0.1655	0.0958	0.0254	0.0494	-0.1967	-0.1291	-0.2084	0.1353	-0.1234	-0.1523	-0.2779	-0.0886	0.1357	-0.1301	0.1992
KIAA1324	0.2672	0.2944	0.1806	0.2012	0.308	0.3629	0.0926	0.265	0.3265	0.2783	0.2379	0.3289	0.2002	0.2588	0.1259	0.3329	0.3196	0.4542	0.4299	0.3726	0.3468	0.2583	0.3085	0.3851	0.3278	0.2023	0.0664	0.2504	0.2691	0.3675	0.2978	0.216	0.4056	0.3798	0.2414	0.2803	0.1338	0.1442	0.3412	0.2291	0.3833	0.186	0.1861	0.3505	0.2896	0.279	0.1554	0.2463	0.1855	0.0962	0.2691
SNX30	0.4098	0.555	-0.1269	-0.2785	0.1447	-0.287	0.547	0.298	0.3512	0.1026	0.1697	0.4493	0.3545	0.4511	0.4636	0.3091	0.183	0.3979	-0.1127	0.4204	0.3765	-0.1117	0.1373	-0.264	-0.0166	0.0255	0.1556	-0.1818	0.0449	-0.2352	-0.2224	0.042	-0.2967	-0.254	0.2755	-0.1695	-0.2041	0.2773	-0.0891	0.0741	-0.3917	-0.1634	-0.2498	-0.0332	-0.2508	-0.2794	-0.3138	-0.1476	0.2174	0.0051	0.0498
ZBTB20	0.4261	0.1658	0.4039	0.0865	0.1387	0.2929	-0.1794	0.4724	0.1599	0.4273	0.3423	-0.0853	0.5074	0.3939	0.612	0.5466	0.5247	0.4215	0.3722	0.28	-0.0255	0.2557	0.3651	0.1276	-0.0074	0.5553	-0.1124	0.2938	0.5583	0.1702	0.245	0.1025	0.2517	0.1908	-0.1279	0.3855	0.0885	0.6199	0.277	0.0938	0.2225	0.3321	0.2825	-0.0499	0.1036	0.2002	0.068	0.2801	0.2879	0.2602	0.3535
ASXL2	0.2528	0.2111	0.425	0.1789	0.2976	0.4361	-0.0924	0.3485	0.1496	0.5239	0.3831	0.0042	0.423	0.4705	0.4753	0.5551	0.3879	0.5231	0.4442	0.3571	0.0287	0.4068	0.5233	0.2861	0.0554	0.4817	-0.24	0.3034	0.3053	0.3132	0.3526	0.3147	0.3877	0.3585	0.0708	0.3735	0.1966	0.4464	0.292	0.2127	0.4161	0.3894	0.3715	0.1543	0.2772	0.2973	0.1956	0.2901	0.3017	0.2779	0.1579
ZBTB33	0.0571	0.3567	0.0596	-0.1526	0.2239	-0.1265	0.4158	0.4139	0.2103	0.1098	0.1174	0.3133	0.324	0.4589	0.2443	0.1289	0.1252	0.4178	0.038	0.4135	0.4711	-0.1238	0.399	-0.1613	-0.0622	0.3045	-0.0524	-0.1523	-0.0335	-0.0672	-0.1456	0.0531	-0.2249	-0.2044	0.2245	-0.1765	-0.1109	0.1458	-0.0907	0.0404	-0.2868	-0.0222	-0.1907	-0.0758	-0.1711	-0.2281	-0.1958	-0.1457	0.223	-0.0091	-0.181
COPB2	0.1294	-0.0563	0.3299	0.2356	0.1749	0.3821	-0.226	0.1247	-0.0	0.29	0.1555	-0.1406	0.1974	0.097	0.1809	0.2853	0.2302	0.1932	0.31	0.1295	-0.1047	0.3308	0.2061	0.3216	0.0601	0.235	-0.1647	0.3441	0.2047	0.303	0.3443	0.2247	0.4541	0.4183	0.0266	0.3658	0.1683	0.2812	0.2919	0.143	0.459	0.3717	0.3446	0.1433	0.3165	0.3584	0.25	0.2611	0.1373	0.1755	0.142
EXOC6	0.268	0.6547	-0.0042	-0.1277	0.099	-0.0478	0.4441	0.1501	0.5471	-0.0155	0.0986	0.7191	0.0475	0.3054	0.1056	0.2551	0.3047	0.4147	0.1223	0.2853	0.4732	0.0855	0.0851	0.1018	0.4274	0.0553	0.3745	-0.0974	0.1884	-0.0076	0.0149	0.1062	0.0303	0.0264	0.3535	0.04	-0.0285	-0.0969	0.1766	0.254	-0.0134	-0.0972	-0.0767	0.3664	-0.0465	-0.0611	-0.145	0.0475	0.2168	-0.1629	0.4198
ZNF358	0.3049	0.1745	0.0927	0.1312	-0.0175	0.1628	0.0603	0.1971	0.4839	-0.0917	-0.1066	0.2439	0.1597	0.0094	0.0086	0.1493	0.3473	0.0707	0.1982	-0.0924	0.1321	0.1252	-0.095	0.1348	0.4231	0.0769	0.319	0.1082	0.3243	0.0553	-0.0156	-0.0909	0.0963	0.1151	-0.0369	-0.0265	0.2406	-0.0291	0.1671	-0.1255	0.0697	-0.0963	-0.0051	0.2056	-0.0086	0.0457	0.0856	0.1508	0.0236	-0.1326	0.488
ZNRF2	-0.0087	0.002	0.4157	0.2732	0.1925	0.4494	-0.2512	0.0057	-0.0291	0.3567	0.2165	-0.1324	0.1296	0.1455	0.1564	0.3057	0.1133	0.1994	0.3099	0.0808	-0.1251	0.3531	0.3196	0.33	0.0771	0.3444	-0.2614	0.202	0.0157	0.3903	0.4007	0.2581	0.4562	0.3814	0.0671	0.3737	0.2535	0.1449	0.2408	0.2017	0.4949	0.4148	0.4166	0.1711	0.3265	0.3601	0.2985	0.2579	0.1918	0.2717	0.0037
SNRNP48	0.0633	0.1166	0.2611	0.1398	0.1121	0.1659	-0.0336	0.2724	0.0669	0.2677	0.2606	-0.0677	0.4414	0.3188	0.3337	0.2455	0.2395	0.3496	0.2218	0.272	0.0694	0.076	0.4653	0.0193	-0.0518	0.3066	-0.225	0.1101	0.1739	0.1335	0.1825	0.2503	0.1615	0.1248	0.0344	0.225	0.0911	0.3003	0.1567	0.1601	0.1142	0.2772	0.2681	0.0395	0.0861	0.1711	0.0959	0.1058	0.1557	0.2648	-0.1294
PGS1	0.3096	0.2149	0.3282	0.1391	0.1889	0.3398	-0.1407	0.2609	0.2077	0.3365	0.1957	0.081	0.2291	0.2252	0.2934	0.4176	0.3239	0.33	0.3723	0.1945	0.0221	0.4064	0.219	0.3309	0.2354	0.334	-0.0015	0.2624	0.4097	0.2701	0.3813	0.111	0.454	0.3874	0.0588	0.4452	0.1711	0.2895	0.3325	0.1793	0.4145	0.2799	0.3099	0.1974	0.236	0.3393	0.169	0.3248	0.1439	0.178	0.3753
JDP2	-0.0903	0.0483	0.155	0.1853	0.2711	0.2501	0.156	0.3929	0.159	0.1868	0.1126	0.0679	0.2875	0.0872	0.0068	0.0108	0.1556	0.1946	0.1985	0.1342	0.1718	0.1809	0.2729	0.1621	0.145	0.1761	-0.0268	0.2612	0.1396	0.194	0.0748	0.1648	0.1389	0.1095	0.0165	0.0729	0.0296	-0.0079	0.1714	0.0272	0.1208	0.1239	0.1105	0.1578	0.0946	0.0747	0.1308	0.0745	0.1494	0.1121	-0.0219
RAB21	0.4002	0.4256	0.3421	0.0284	0.2265	0.221	0.0553	0.4254	0.2341	0.4767	0.4823	0.2155	0.4034	0.587	0.5792	0.6245	0.3374	0.6027	0.3492	0.5203	0.2156	0.3194	0.5289	0.1296	0.112	0.4815	-0.154	0.1372	0.1935	0.2618	0.3584	0.2557	0.282	0.2687	0.1806	0.3596	0.0916	0.4275	0.2853	0.3814	0.2212	0.3691	0.3061	0.1523	0.0863	0.2098	0.0901	0.2588	0.3087	0.3391	0.2496
GDAP1	0.3308	0.7784	-0.242	-0.3458	0.0666	-0.2315	0.6177	0.1955	0.6119	-0.1944	0.0141	0.8688	0.0138	0.2323	0.0735	0.0959	0.1943	0.3287	-0.1049	0.2834	0.5705	-0.1053	-0.0389	-0.1209	0.3218	-0.1022	0.5785	-0.1845	0.2433	-0.2283	-0.1905	0.0136	-0.1394	-0.2076	0.3416	-0.1436	-0.2216	-0.1286	0.0651	0.1404	-0.2833	-0.3327	-0.326	0.2789	-0.1866	-0.2457	-0.3493	-0.1456	0.1101	-0.2352	0.4254
EXOC2	0.4538	0.6242	0.0795	-0.1454	0.2147	-0.0865	0.4332	0.3995	0.5298	0.1919	0.259	0.5273	0.4597	0.5461	0.512	0.419	0.3147	0.5738	0.1624	0.4565	0.4128	0.005	0.3335	-0.0781	0.1689	0.2428	0.1442	-0.0718	0.2664	-0.0472	-0.0847	0.0814	-0.1004	-0.1548	0.2508	0.0248	-0.1187	0.2861	0.059	0.1671	-0.2143	-0.0072	-0.0904	0.1361	-0.1556	-0.1691	-0.1939	-0.0679	0.2667	0.0837	0.2555
RCAN3	0.3281	0.2389	0.3067	0.003	0.2593	0.1849	-0.0351	0.2656	0.0477	0.5309	0.4457	0.0428	0.3927	0.5364	0.5777	0.5797	0.1613	0.4994	0.2501	0.4803	0.0634	0.1773	0.4592	0.029	-0.1028	0.4099	-0.3259	0.0463	0.07	0.1873	0.2458	0.1935	0.1496	0.1308	0.0958	0.2715	0.0423	0.4644	0.0646	0.2502	0.087	0.3451	0.2247	-0.0555	0.0432	0.1601	0.0317	0.1533	0.3106	0.3465	-0.0497
CLCN5	0.1012	0.0059	0.4777	0.3455	0.1498	0.5466	-0.313	0.224	0.0226	0.4723	0.4005	-0.1413	0.2251	0.1761	0.2321	0.4109	0.252	0.2626	0.4032	0.1934	-0.117	0.5065	0.3841	0.346	0.106	0.4601	-0.1613	0.3787	0.2427	0.4889	0.6437	0.3444	0.6404	0.5283	-0.0407	0.5635	0.2943	0.3127	0.4363	0.3689	0.6096	0.6113	0.6538	0.1994	0.3172	0.5655	0.3987	0.4419	0.2455	0.3936	0.0883
MXD1	0.0488	0.2618	0.0107	-0.025	0.1407	-0.0879	0.4638	0.3934	0.2083	0.1058	0.1123	0.2543	0.2893	0.2574	0.1361	0.0507	0.1547	0.3163	-0.0046	0.2981	0.4159	-0.0562	0.2705	-0.123	0.0493	0.1183	0.0034	0.0098	-0.0053	-0.0782	-0.1241	0.0681	-0.1275	-0.0974	0.1743	-0.1608	-0.0291	0.0432	0.0278	0.098	-0.1734	-0.0371	-0.1022	-0.0305	-0.0841	-0.1615	-0.0906	-0.0652	0.1513	0.0663	-0.0889
SVIP	0.3308	0.7393	-0.1344	-0.3359	0.1566	-0.1735	0.5315	0.312	0.5377	-0.0898	0.1403	0.7828	0.1804	0.3764	0.1956	0.2026	0.2597	0.5257	0.0539	0.4053	0.6779	-0.0457	0.1679	-0.0877	0.2704	0.0366	0.4015	-0.1825	0.147	-0.1154	-0.1271	0.0849	-0.1201	-0.1655	0.3931	-0.1137	-0.2038	0.0505	0.1007	0.1295	-0.2386	-0.1724	-0.235	0.2431	-0.1399	-0.2006	-0.2738	-0.1251	0.1715	-0.1571	0.3015
PRSS23	0.0848	0.2078	0.3014	0.0446	0.0967	0.2436	-0.0409	0.2463	0.0839	0.3643	0.3523	0.0772	0.2025	0.3196	0.2283	0.2828	0.2608	0.3194	0.2502	0.2324	0.1594	0.1717	0.2937	0.0254	0.0008	0.3933	-0.0161	0.0811	0.1256	0.1851	0.1432	0.2511	0.1685	0.1158	0.0009	0.2195	0.0468	0.2552	0.0797	0.1752	0.0837	0.3355	0.2179	0.072	0.0738	0.1597	-0.0696	0.153	0.3072	0.1735	0.0075
BNIP2	0.0816	0.1758	0.2693	-0.0327	0.276	0.0847	0.0575	0.3932	-0.0406	0.5296	0.3695	-0.0611	0.3931	0.5973	0.5088	0.3871	0.1426	0.4265	0.1556	0.386	-0.0131	0.1461	0.463	-0.0633	-0.124	0.3755	-0.3979	0.1636	0.0657	0.0536	0.0241	0.1952	0.0139	0.0026	-0.0322	0.1714	0.005	0.4087	0.0377	0.0802	-0.0093	0.2915	0.1596	-0.1344	0.0609	0.0426	-0.0339	0.1176	0.2632	0.2817	-0.1349
DNER	0.4762	0.6159	0.1822	-0.149	0.2669	-0.066	0.2409	0.4108	0.3542	0.3428	0.3059	0.3308	0.4616	0.6375	0.7207	0.5638	0.2599	0.5506	0.1214	0.4887	0.1957	0.0851	0.3987	-0.0859	-0.0003	0.3119	-0.1259	-0.0161	0.1978	-0.0408	0.0325	0.1282	-0.0224	-0.0077	0.1645	0.1142	-0.0972	0.4425	0.1141	0.1649	-0.0774	0.0982	-0.0081	0.0002	-0.0219	-0.0555	-0.1771	0.0201	0.3095	0.1318	0.1986
PTPN14	0.0048	0.1926	0.021	0.0461	0.0879	0.1733	0.2262	0.3283	0.2311	0.1997	0.2521	0.1633	0.2873	0.1205	0.0813	0.0618	0.3615	0.1809	0.1227	0.1926	0.2088	0.0518	0.1893	0.0674	0.1174	0.2449	0.2474	0.2258	0.3075	0.0841	0.0244	0.2513	0.1194	0.0233	0.0561	0.1213	-0.1045	0.0921	0.1497	0.0621	0.0348	0.1463	0.1117	0.1578	-0.0127	0.048	-0.0402	0.0569	0.3047	0.0593	0.0811
POC1B	0.4245	0.3456	0.1956	-0.1573	0.3471	-0.0042	0.111	0.33	0.083	0.484	0.3752	0.0636	0.4436	0.7179	0.7392	0.5728	0.2195	0.5579	0.1688	0.5481	0.1107	0.1103	0.4523	-0.0893	-0.1597	0.3607	-0.3437	0.02	0.0941	0.0151	0.0381	0.1501	-0.0087	-0.0455	0.1411	0.151	-0.0782	0.6069	0.0664	0.1168	-0.0538	0.2467	0.0485	-0.1297	0.0002	-0.0275	-0.1203	0.0632	0.2482	0.273	-0.0173
ZBTB2	0.1669	0.346	0.1694	-0.0514	0.2721	0.0531	0.2407	0.3945	0.2142	0.353	0.335	0.1904	0.4563	0.4714	0.454	0.3539	0.3265	0.5025	0.1582	0.4409	0.262	0.0732	0.4423	-0.0511	-0.0165	0.3888	-0.0747	0.0419	0.1289	0.0469	0.0188	0.182	0.0167	0.0114	0.1877	0.0918	-0.0595	0.2833	0.0799	0.1831	-0.0191	0.1366	0.0666	0.0196	-0.0523	-0.0143	-0.0845	0.0139	0.3516	0.1599	-0.0194
NLGN2	0.2461	0.1802	0.1936	0.2129	0.2428	0.2217	0.0877	0.1635	0.4764	0.1405	-0.0738	0.2963	0.1594	0.3026	0.1161	0.3475	0.266	0.4336	0.4495	0.2459	0.2541	0.2174	0.3037	0.3474	0.2433	0.1694	-0.1003	0.1579	0.0864	0.2537	0.1832	0.1003	0.1965	0.2862	0.1717	0.1554	0.2149	0.0174	0.1895	0.0883	0.225	0.1012	0.0567	0.3053	0.1389	0.1003	0.2342	0.1493	0.1163	0.0295	0.25
ALS2	0.2599	0.6203	-0.111	-0.1208	0.2281	-0.1493	0.5893	0.3129	0.6344	0.029	0.0539	0.6791	0.25	0.3257	0.1537	0.15	0.2357	0.3864	-0.0422	0.3188	0.4544	0.0217	0.098	0.0261	0.313	0.0008	0.4	-0.0522	0.2553	-0.1489	-0.1151	0.0565	-0.0887	-0.1145	0.404	-0.0919	-0.1321	-0.047	0.0448	0.1034	-0.1712	-0.1802	-0.1765	0.252	-0.1244	-0.1443	-0.2292	-0.0753	0.2742	-0.0946	0.2337
CAPN5	0.1386	0.1805	0.1486	0.1838	0.0882	0.1397	0.2507	0.0591	0.2888	0.0991	0.131	0.2445	0.0853	0.2095	0.079	0.2582	0.2424	0.1118	0.1668	0.1545	0.2205	0.1391	0.0733	0.0712	0.2221	0.2378	0.1174	-0.0189	-0.0184	0.149	0.0835	0.088	0.0631	0.034	0.0992	0.0402	0.1959	-0.0234	0.0743	0.2204	-0.0221	0.136	0.1158	0.28	-0.0148	0.0142	-0.002	0.1871	0.1234	-0.006	0.1945
MED19	0.3995	0.6102	0.0677	-0.0897	0.2177	0.0057	0.4112	0.3372	0.5244	0.1257	0.1698	0.5824	0.2442	0.4916	0.2796	0.3721	0.4378	0.5887	0.239	0.4034	0.5332	0.125	0.2789	0.0802	0.2729	0.2036	0.2358	0.0313	0.3316	0.0235	0.0441	0.1198	0.0533	0.0511	0.3086	0.0212	0.0106	0.2067	0.0967	0.2117	-0.0062	-0.0575	-0.0736	0.1956	-0.0299	0.0039	-0.1306	0.0777	0.2605	-0.075	0.2802
HIPK3	0.0326	0.2754	0.243	-0.036	0.2199	-0.0666	0.2402	0.3693	0.1398	0.2278	0.1373	0.1174	0.3418	0.4876	0.324	0.2042	0.1658	0.3684	0.0955	0.3631	0.289	-0.0866	0.434	-0.0765	-0.073	0.3363	-0.2033	-0.1118	-0.0611	0.0033	-0.124	0.0963	-0.2137	-0.0743	0.1336	-0.1402	-0.0485	0.1652	-0.1137	0.0328	-0.1852	-0.0033	-0.124	-0.0972	-0.0938	-0.1705	-0.1329	-0.0431	0.2775	0.0882	-0.151
RUNDC1	0.2647	0.6531	-0.0192	-0.2063	0.1654	-0.1007	0.5168	0.2469	0.532	0.0273	0.1514	0.7223	0.1523	0.4682	0.1995	0.2785	0.3271	0.5657	0.1638	0.4556	0.6632	0.012	0.2692	0.0045	0.3019	0.1121	0.2484	-0.1472	0.081	0.0001	-0.0163	0.1826	-0.0569	-0.0164	0.3932	-0.0583	-0.0446	-0.0099	0.0941	0.2676	-0.1486	-0.0929	-0.1403	0.2929	-0.0843	-0.1486	-0.1919	-0.0456	0.2092	-0.1075	0.2607
PKN3	-0.1584	-0.1683	0.2966	0.35	0.1454	0.3983	-0.1351	0.0552	-0.035	0.3143	0.1789	-0.2318	0.1456	0.0807	-0.0235	0.0936	0.0528	0.0052	0.2766	-0.0091	-0.1596	0.2214	0.1882	0.2834	0.0562	0.1797	-0.2159	0.2756	-0.0342	0.3313	0.1968	0.1814	0.2999	0.3125	-0.0351	0.1423	0.2897	0.016	0.0471	0.0473	0.333	0.2846	0.3083	0.1582	0.2606	0.1933	0.2156	0.2237	0.1451	0.1138	-0.1059
SLC18B1	0.1405	0.3575	-0.0245	-0.2661	0.0259	-0.1862	0.333	0.2893	0.2542	0.1209	0.1853	0.3359	0.2212	0.427	0.299	0.1997	0.1899	0.2401	-0.0886	0.3082	0.3131	-0.1815	0.0926	-0.2886	-0.06	0.309	0.1921	-0.1606	0.0857	-0.2315	-0.2258	0.012	-0.2911	-0.2591	0.0988	-0.1321	-0.2144	0.0835	-0.1227	-0.0108	-0.3487	-0.065	-0.1953	-0.0913	-0.2321	-0.2621	-0.321	-0.1258	0.2966	-0.0223	0.1529
ATP8B1	0.0168	0.287	0.0467	0.0122	0.1371	0.0748	0.2136	0.233	0.1976	0.154	0.1321	0.225	0.1456	0.0937	0.0407	0.0208	0.093	0.1912	0.0583	0.2542	0.24	0.0734	0.2101	0.1082	0.124	0.0943	0.1347	0.0804	0.1923	0.0792	0.1014	0.1533	0.1288	0.1327	0.2302	0.1113	-0.1165	-0.0365	0.1254	0.1705	0.1163	0.0375	0.0121	0.161	0.0925	0.0931	0.0135	0.0566	0.1541	0.07	0.0155
PGM5	0.0429	-0.0013	0.2361	0.046	0.0455	0.1704	-0.109	-0.0116	-0.0292	0.2473	0.1446	-0.1226	0.0892	0.2638	0.2393	0.2997	0.1458	0.1459	0.1936	0.1239	-0.0891	0.1318	0.1953	0.0698	0.0271	0.2439	-0.2498	0.038	-0.012	0.1173	0.1227	0.0767	0.1002	0.0677	-0.0484	0.1057	0.2341	0.1957	0.0083	0.072	0.0507	0.1929	0.2213	0.0211	0.0619	0.1253	0.0783	0.1407	0.1342	0.0532	-0.0391
HSPB6	-0.16	-0.2785	-0.067	0.1436	0.0769	0.1596	-0.0282	0.0693	-0.1217	0.0594	0.0336	-0.1764	0.04	-0.1785	-0.2007	-0.1898	-0.162	-0.1784	-0.0523	0.0195	0.0023	-0.0863	0.0076	-0.0004	-0.0948	0.0237	-0.0433	0.194	-0.0837	0.0846	-0.1094	0.0192	0.0385	-0.0426	-0.0951	-0.0809	-0.0915	-0.051	-0.0139	-0.227	-0.0306	-0.0111	-0.0691	-0.0145	0.0038	0.0226	0.0486	-0.0942	0.0587	0.0236	-0.2456
LYNX1	0.0655	0.3156	-0.4723	-0.1512	0.0225	-0.3231	0.5863	0.0178	0.4691	-0.3889	-0.2411	0.5349	-0.0679	-0.1221	-0.2415	-0.3002	-0.0389	-0.0867	-0.3287	-0.0181	0.2808	-0.2068	-0.2332	-0.1646	0.2504	-0.3715	0.5289	-0.1552	0.0588	-0.2616	-0.2901	-0.0552	-0.2483	-0.3115	0.2083	-0.2729	-0.1638	-0.3528	-0.0951	-0.072	-0.3849	-0.3654	-0.3393	0.2227	-0.2642	-0.2749	-0.2088	-0.213	-0.0294	-0.2324	0.1197
CRTC2	0.4089	0.2805	0.1231	0.1641	0.2443	0.1003	0.2495	0.3624	0.5044	0.2506	0.1379	0.2279	0.4279	0.4528	0.3931	0.4069	0.299	0.3814	0.2972	0.3463	0.1979	0.1224	0.2991	0.053	0.1773	0.1658	-0.0388	0.1418	0.2105	0.0173	-0.0348	0.0568	0.0022	0.0245	0.1541	0.1033	0.0613	0.2313	0.0935	0.0715	-0.085	0.0457	0.0416	0.1019	-0.0536	-0.0263	0.0506	0.0721	0.2372	0.1375	0.2341
HAUS8	0.0329	0.0237	0.2652	0.2723	0.3437	0.4113	-0.0526	0.0981	0.1001	0.3001	0.1218	0.0058	0.1729	0.1727	0.1012	0.2242	0.1876	0.2962	0.3812	0.2959	0.1047	0.2589	0.3095	0.4625	0.1707	0.1982	-0.2075	0.2292	0.1471	0.3607	0.2942	0.1615	0.3507	0.3802	0.227	0.2353	0.2608	0.0873	0.1519	0.0895	0.4241	0.1299	0.1277	0.2386	0.3211	0.2258	0.2312	0.1343	0.1343	0.1129	0.0366
RICTOR	0.5969	0.6149	0.1036	-0.2033	0.1547	-0.0352	0.3139	0.5663	0.4963	0.1821	0.3002	0.4309	0.5808	0.47	0.6718	0.5207	0.4976	0.538	0.0754	0.4021	0.3178	0.0672	0.2675	-0.1086	0.1133	0.3195	0.2736	0.001	0.4757	-0.0841	-0.0203	0.042	-0.0259	-0.0815	0.1336	0.1089	-0.148	0.5091	0.1979	0.0653	-0.1392	0.0477	-0.0462	0.0243	-0.1623	-0.0989	-0.2148	0.0727	0.2733	0.0706	0.4521
ADAMTS2	-0.0839	-0.159	0.2501	0.3837	0.1702	0.4353	-0.253	-0.0211	-0.0536	0.2504	0.1074	-0.1562	0.0021	-0.1602	-0.0923	0.0995	-0.0307	0.0208	0.2995	0.0505	-0.1052	0.3144	0.1319	0.4298	0.1328	0.0947	-0.1281	0.3502	0.0361	0.4011	0.4086	0.1874	0.5072	0.5024	0.1416	0.2654	0.1802	0.0088	0.241	0.0873	0.5717	0.2853	0.2546	0.2158	0.3769	0.3667	0.3134	0.203	0.0793	0.1479	-0.014
CHST14	0.1611	0.0879	0.4686	0.2726	0.1954	0.3611	-0.1499	0.2614	0.1194	0.5295	0.3773	-0.0897	0.2806	0.4337	0.3965	0.4978	0.2847	0.3413	0.3415	0.2439	-0.0584	0.3505	0.4076	0.1443	0.1264	0.5417	-0.2631	0.2292	0.214	0.3229	0.3662	0.2028	0.3412	0.3097	-0.0851	0.382	0.2746	0.3126	0.1818	0.2918	0.2956	0.4219	0.4499	0.056	0.1299	0.3425	0.1838	0.3652	0.2658	0.3574	0.0631
ZNF830	0.4406	0.4809	0.1038	-0.0295	0.3207	0.0433	0.291	0.3654	0.403	0.2675	0.2335	0.418	0.4645	0.4858	0.4727	0.4934	0.3041	0.5804	0.2674	0.478	0.3096	0.0997	0.397	0.1797	0.0913	0.1792	-0.0708	0.0648	0.1816	0.0453	0.0223	0.0609	0.0167	0.0696	0.3669	0.0713	-0.0425	0.2652	0.1525	0.0879	0.0145	-0.0096	-0.1083	0.1375	0.1004	-0.0716	-0.0284	-0.0383	0.2316	0.0163	0.2559
ALYREF	0.3504	0.2786	0.0411	0.0111	0.1045	0.0554	0.2135	0.1136	0.3478	0.0396	0.0423	0.327	0.115	0.157	0.151	0.1637	0.3375	0.2026	0.1104	0.1979	0.2497	0.0939	-0.0003	0.1304	0.3811	0.1626	0.199	0.0302	0.3687	0.0146	-0.0463	-0.0304	0.0957	0.0301	0.1542	-0.024	0.0986	0.1447	0.1129	0.0584	0.0276	-0.1581	-0.0979	0.1777	0.0492	-0.0347	-0.0898	0.0999	0.1232	-0.0958	0.3367
IFT172	0.3995	0.5075	0.0481	0.0272	0.3092	0.0941	0.419	0.3961	0.6174	0.1881	0.1544	0.4845	0.443	0.4655	0.3964	0.4283	0.4046	0.5016	0.2642	0.3919	0.3606	0.0932	0.312	0.0867	0.2642	0.2326	0.1703	0.0859	0.2776	0.0373	-0.0511	0.1067	0.0172	-0.0259	0.2842	0.0184	-0.0089	0.1776	0.176	0.0418	-0.0754	-0.0257	-0.0831	0.2795	-0.0563	-0.1104	-0.0632	0.0373	0.3341	-0.0072	0.3022
ADSSL1	0.3661	0.2586	0.2099	0.1329	0.4491	0.2662	0.0664	0.2736	0.2554	0.4961	0.2597	0.1275	0.3977	0.5564	0.4761	0.5195	0.2598	0.5471	0.4256	0.5068	0.168	0.2505	0.4813	0.2711	0.0936	0.2445	-0.2895	0.2037	0.1952	0.3073	0.2107	0.2507	0.2644	0.2642	0.2517	0.2669	0.1368	0.434	0.1879	0.1524	0.2412	0.2671	0.1335	0.198	0.203	0.115	0.1014	0.1915	0.2474	0.2719	0.0607
PCGF5	0.3448	0.3995	0.4493	-0.0022	0.2058	0.2318	0.0235	0.5661	0.1749	0.5436	0.4795	0.0823	0.5515	0.567	0.6783	0.5668	0.3493	0.4875	0.2436	0.4778	0.1108	0.2095	0.4933	0.0171	-0.0728	0.5885	-0.1714	0.2146	0.2907	0.1486	0.1985	0.2134	0.2006	0.1434	0.054	0.3569	-0.0709	0.4462	0.2602	0.2429	0.1128	0.3759	0.2168	0.0047	0.062	0.1373	-0.0412	0.2047	0.3478	0.3548	0.2683
